carrier,delivery_date,order_id,shipment_date,shipment_id,shipment_status,tracking_number
UPS,27-08-2024,6676,20-08-2024,6676,Pending,TRK323132
UPS,27-08-2024,8578,20-08-2024,8578,Pending,TRK558272
UPS,27-08-2024,7225,20-08-2024,7225,Pending,TRK815238
UPS,22-08-2024,4555,21-08-2024,4555,Pending,TRK984266
UPS,24-08-2024,7456,21-08-2024,7456,Pending,TRK510510
UPS,25-08-2024,13699,21-08-2024,13699,Pending,TRK077026
UPS,26-08-2024,7411,21-08-2024,7411,Pending,TRK749740
UPS,27-08-2024,4264,21-08-2024,4264,Pending,TRK074515
UPS,25-08-2024,1360,22-08-2024,1360,Pending,TRK585300
UPS,30-08-2024,7309,22-08-2024,7309,Pending,TRK269725
UPS,24-08-2024,3619,23-08-2024,3619,Pending,TRK504338
UPS,27-08-2024,10843,23-08-2024,10843,Pending,TRK281634
UPS,27-08-2024,12370,23-08-2024,12370,Pending,TRK327411
UPS,30-08-2024,10297,23-08-2024,10297,Pending,TRK492600
UPS,30-08-2024,6154,23-08-2024,6154,Pending,TRK911411
UPS,26-08-2024,5932,24-08-2024,5932,Pending,TRK289321
UPS,26-08-2024,10588,24-08-2024,10588,Pending,TRK973408
UPS,28-08-2024,13078,24-08-2024,13078,Pending,TRK303620
UPS,28-08-2024,1165,24-08-2024,1165,Pending,TRK579506
UPS,29-08-2024,6013,24-08-2024,6013,Pending,TRK833785
UPS,31-08-2024,6004,25-08-2024,6004,Pending,TRK615625
UPS,02-09-2024,7600,25-08-2024,7600,Pending,TRK239585
UPS,02-09-2024,9460,25-08-2024,9460,Pending,TRK662276
UPS,30-08-2024,14914,26-08-2024,14914,Pending,TRK623229
UPS,03-09-2024,14008,26-08-2024,14008,Pending,TRK703303
UPS,28-08-2024,11908,27-08-2024,11908,Pending,TRK435807
UPS,01-09-2024,1846,27-08-2024,1846,Pending,TRK139918
UPS,29-08-2024,2401,28-08-2024,2401,Pending,TRK453241
UPS,02-09-2024,4198,28-08-2024,4198,Pending,TRK129521
UPS,04-09-2024,12169,28-08-2024,12169,Pending,TRK282076
UPS,30-08-2024,13207,29-08-2024,13207,Pending,TRK260025
UPS,30-08-2024,2083,29-08-2024,2083,Pending,TRK681267
UPS,04-09-2024,7468,29-08-2024,7468,Pending,TRK152935
UPS,04-09-2024,14410,29-08-2024,14410,Pending,TRK738753
UPS,05-09-2024,13165,30-08-2024,13165,Pending,TRK076568
UPS,06-09-2024,2614,30-08-2024,2614,Pending,TRK528722
UPS,04-09-2024,8950,31-08-2024,8950,Pending,TRK534194
UPS,05-09-2024,5125,31-08-2024,5125,Pending,TRK928193
UPS,06-09-2024,11128,31-08-2024,11128,Pending,TRK254071
UPS,03-09-2024,12262,02-09-2024,12262,Pending,TRK673381
UPS,05-09-2024,10627,02-09-2024,10627,Pending,TRK239489
UPS,06-09-2024,14155,02-09-2024,14155,Pending,TRK382472
UPS,08-09-2024,7498,02-09-2024,7498,Pending,TRK128840
UPS,04-09-2024,6136,03-09-2024,6136,Pending,TRK795612
UPS,10-09-2024,4720,04-09-2024,4720,Pending,TRK252577
UPS,07-09-2024,14167,05-09-2024,14167,Pending,TRK939382
UPS,08-09-2024,5509,05-09-2024,5509,Pending,TRK456096
UPS,09-09-2024,4006,05-09-2024,4006,Pending,TRK157423
UPS,10-09-2024,13756,05-09-2024,13756,Pending,TRK130025
UPS,10-09-2024,10390,05-09-2024,10390,Pending,TRK264981
UPS,11-09-2024,7060,06-09-2024,7060,Pending,TRK037001
UPS,13-09-2024,6280,06-09-2024,6280,Pending,TRK287795
UPS,12-09-2024,4492,07-09-2024,4492,Pending,TRK527621
UPS,14-09-2024,8185,07-09-2024,8185,Pending,TRK719352
UPS,13-09-2024,8401,08-09-2024,8401,Pending,TRK062516
UPS,13-09-2024,6772,08-09-2024,6772,Pending,TRK868762
UPS,14-09-2024,4843,08-09-2024,4843,Pending,TRK284493
UPS,15-09-2024,7234,08-09-2024,7234,Pending,TRK598178
UPS,10-09-2024,11011,09-09-2024,11011,Pending,TRK267152
UPS,15-09-2024,8146,09-09-2024,8146,Pending,TRK087512
UPS,17-09-2024,13255,09-09-2024,13255,Pending,TRK728165
UPS,18-09-2024,9052,10-09-2024,9052,Pending,TRK760540
UPS,13-09-2024,8758,11-09-2024,8758,Pending,TRK150463
UPS,13-09-2024,2311,11-09-2024,2311,Pending,TRK755795
UPS,14-09-2024,1132,11-09-2024,1132,Pending,TRK574225
UPS,15-09-2024,5281,11-09-2024,5281,Pending,TRK852951
UPS,14-09-2024,11605,12-09-2024,11605,Pending,TRK304226
UPS,14-09-2024,12073,12-09-2024,12073,Pending,TRK552050
UPS,15-09-2024,14740,12-09-2024,14740,Pending,TRK323303
UPS,15-09-2024,2389,12-09-2024,2389,Pending,TRK970114
UPS,16-09-2024,3988,12-09-2024,3988,Pending,TRK463946
UPS,20-09-2024,2917,12-09-2024,2917,Pending,TRK193707
UPS,15-09-2024,3985,13-09-2024,3985,Pending,TRK321076
UPS,15-09-2024,7546,14-09-2024,7546,Pending,TRK528736
UPS,16-09-2024,12802,14-09-2024,12802,Pending,TRK267156
UPS,20-09-2024,11065,14-09-2024,11065,Pending,TRK614199
UPS,21-09-2024,1447,14-09-2024,1447,Pending,TRK325644
UPS,21-09-2024,11485,14-09-2024,11485,Pending,TRK476410
UPS,20-09-2024,6556,15-09-2024,6556,Pending,TRK665205
UPS,21-09-2024,10480,15-09-2024,10480,Pending,TRK654953
UPS,23-09-2024,3568,16-09-2024,3568,Pending,TRK572651
UPS,19-09-2024,11764,17-09-2024,11764,Pending,TRK780830
UPS,20-09-2024,1198,17-09-2024,1198,Pending,TRK744361
UPS,21-09-2024,4249,17-09-2024,4249,Pending,TRK366796
UPS,22-09-2024,3175,17-09-2024,3175,Pending,TRK297372
UPS,22-09-2024,2908,17-09-2024,2908,Pending,TRK355542
UPS,20-09-2024,2503,18-09-2024,2503,Pending,TRK055777
UPS,21-09-2024,1408,18-09-2024,1408,Pending,TRK673116
UPS,22-09-2024,2467,18-09-2024,2467,Pending,TRK636759
UPS,22-09-2024,12568,19-09-2024,12568,Pending,TRK541909
UPS,22-09-2024,6010,19-09-2024,6010,Pending,TRK569036
UPS,25-09-2024,11665,19-09-2024,11665,Pending,TRK401449
UPS,25-09-2024,2368,19-09-2024,2368,Pending,TRK746503
UPS,23-09-2024,8914,20-09-2024,8914,Pending,TRK533904
UPS,26-09-2024,7327,20-09-2024,7327,Pending,TRK011763
UPS,26-09-2024,5350,20-09-2024,5350,Pending,TRK527497
UPS,28-09-2024,8722,20-09-2024,8722,Pending,TRK267031
UPS,24-09-2024,3811,21-09-2024,3811,Pending,TRK084262
UPS,27-09-2024,9811,21-09-2024,9811,Pending,TRK263274
UPS,24-09-2024,4882,22-09-2024,4882,Pending,TRK018465
UPS,26-09-2024,5317,22-09-2024,5317,Pending,TRK975639
UPS,28-09-2024,9214,22-09-2024,9214,Pending,TRK923792
UPS,28-09-2024,1606,22-09-2024,1606,Pending,TRK996244
UPS,27-09-2024,8890,23-09-2024,8890,Pending,TRK687714
UPS,28-09-2024,1783,23-09-2024,1783,Pending,TRK590337
UPS,29-09-2024,14191,24-09-2024,14191,Pending,TRK650693
UPS,29-09-2024,3556,25-09-2024,3556,Pending,TRK203043
UPS,28-09-2024,7096,26-09-2024,7096,Pending,TRK000046
UPS,30-09-2024,7033,26-09-2024,7033,Pending,TRK325777
UPS,30-09-2024,2977,26-09-2024,2977,Pending,TRK626943
UPS,02-10-2024,3319,26-09-2024,3319,Pending,TRK230366
UPS,02-10-2024,7093,26-09-2024,7093,Pending,TRK851229
UPS,29-09-2024,2122,27-09-2024,2122,Pending,TRK107917
UPS,30-09-2024,13981,27-09-2024,13981,Pending,TRK561873
UPS,03-10-2024,8308,27-09-2024,8308,Pending,TRK243028
UPS,03-10-2024,1810,27-09-2024,1810,Pending,TRK578177
UPS,03-10-2024,11614,27-09-2024,11614,Pending,TRK657284
UPS,04-10-2024,1513,27-09-2024,1513,Pending,TRK398319
UPS,04-10-2024,6451,27-09-2024,6451,Pending,TRK466408
UPS,29-09-2024,5326,28-09-2024,5326,Pending,TRK817668
UPS,30-09-2024,11992,28-09-2024,11992,Pending,TRK780769
UPS,06-10-2024,14980,28-09-2024,14980,Pending,TRK025434
UPS,01-10-2024,8584,29-09-2024,8584,Pending,TRK489483
UPS,01-10-2024,10168,29-09-2024,10168,Pending,TRK516518
UPS,04-10-2024,12724,29-09-2024,12724,Pending,TRK336217
UPS,02-10-2024,14893,30-09-2024,14893,Pending,TRK181538
UPS,02-10-2024,1708,01-10-2024,1708,Pending,TRK814214
UPS,05-10-2024,9031,01-10-2024,9031,Pending,TRK069456
UPS,07-10-2024,2293,02-10-2024,2293,Pending,TRK318609
UPS,08-10-2024,6496,02-10-2024,6496,Pending,TRK233434
UPS,09-10-2024,1588,02-10-2024,1588,Pending,TRK369955
UPS,04-10-2024,4798,03-10-2024,4798,Pending,TRK360032
UPS,05-10-2024,5665,03-10-2024,5665,Pending,TRK792994
UPS,06-10-2024,11254,03-10-2024,11254,Pending,TRK366840
UPS,07-10-2024,11347,03-10-2024,11347,Pending,TRK554101
UPS,07-10-2024,14974,03-10-2024,14974,Pending,TRK566771
UPS,05-10-2024,1624,04-10-2024,1624,Pending,TRK499491
UPS,10-10-2024,7540,04-10-2024,7540,Pending,TRK983579
UPS,06-10-2024,8827,05-10-2024,8827,Pending,TRK220104
UPS,06-10-2024,13996,05-10-2024,13996,Pending,TRK489076
UPS,09-10-2024,11854,05-10-2024,11854,Pending,TRK814535
UPS,11-10-2024,1750,05-10-2024,1750,Pending,TRK238684
UPS,12-10-2024,6346,05-10-2024,6346,Pending,TRK546404
UPS,08-10-2024,4312,06-10-2024,4312,Pending,TRK521760
UPS,09-10-2024,2686,06-10-2024,2686,Pending,TRK953869
UPS,10-10-2024,4111,07-10-2024,4111,Pending,TRK000214
UPS,11-10-2024,6544,07-10-2024,6544,Pending,TRK009251
UPS,12-10-2024,13894,07-10-2024,13894,Pending,TRK340301
UPS,13-10-2024,8452,07-10-2024,8452,Pending,TRK533572
UPS,12-10-2024,14656,08-10-2024,14656,Pending,TRK415784
UPS,16-10-2024,9427,09-10-2024,9427,Pending,TRK536145
UPS,17-10-2024,10807,09-10-2024,10807,Pending,TRK211522
UPS,13-10-2024,14824,10-10-2024,14824,Pending,TRK942455
UPS,16-10-2024,2035,10-10-2024,2035,Pending,TRK835674
UPS,14-10-2024,4276,11-10-2024,4276,Pending,TRK937984
UPS,15-10-2024,9373,11-10-2024,9373,Pending,TRK754371
UPS,15-10-2024,12172,12-10-2024,12172,Pending,TRK084597
UPS,15-10-2024,9556,12-10-2024,9556,Pending,TRK578476
UPS,19-10-2024,14590,12-10-2024,14590,Pending,TRK763091
UPS,14-10-2024,8515,13-10-2024,8515,Pending,TRK695862
UPS,15-10-2024,13363,13-10-2024,13363,Pending,TRK622342
UPS,17-10-2024,7768,13-10-2024,7768,Pending,TRK543839
UPS,17-10-2024,1228,13-10-2024,1228,Pending,TRK578707
UPS,17-10-2024,9271,13-10-2024,9271,Pending,TRK886064
UPS,18-10-2024,14779,13-10-2024,14779,Pending,TRK032940
UPS,15-10-2024,3871,14-10-2024,3871,Pending,TRK076663
UPS,16-10-2024,7348,14-10-2024,7348,Pending,TRK968251
UPS,17-10-2024,14461,14-10-2024,14461,Pending,TRK828777
UPS,18-10-2024,5899,14-10-2024,5899,Pending,TRK110503
UPS,19-10-2024,11209,14-10-2024,11209,Pending,TRK316753
UPS,19-10-2024,14029,14-10-2024,14029,Pending,TRK612824
UPS,20-10-2024,3031,14-10-2024,3031,Pending,TRK218456
UPS,21-10-2024,2806,14-10-2024,2806,Pending,TRK806730
UPS,22-10-2024,6412,14-10-2024,6412,Pending,TRK376164
UPS,18-10-2024,13195,15-10-2024,13195,Pending,TRK114305
UPS,20-10-2024,13189,15-10-2024,13189,Pending,TRK033050
UPS,18-10-2024,2164,16-10-2024,2164,Pending,TRK481388
UPS,19-10-2024,8998,16-10-2024,8998,Pending,TRK907815
UPS,20-10-2024,10561,16-10-2024,10561,Pending,TRK019749
UPS,22-10-2024,9922,16-10-2024,9922,Pending,TRK548452
UPS,18-10-2024,10846,17-10-2024,10846,Pending,TRK439528
UPS,22-10-2024,13144,17-10-2024,13144,Pending,TRK635644
UPS,24-10-2024,9691,17-10-2024,9691,Pending,TRK676889
UPS,20-10-2024,6919,18-10-2024,6919,Pending,TRK070336
UPS,21-10-2024,8764,18-10-2024,8764,Pending,TRK708730
UPS,23-10-2024,13822,18-10-2024,13822,Pending,TRK778816
UPS,24-10-2024,13558,18-10-2024,13558,Pending,TRK947300
UPS,20-10-2024,14908,19-10-2024,14908,Pending,TRK658143
UPS,22-10-2024,14053,19-10-2024,14053,Pending,TRK077111
UPS,22-10-2024,3196,19-10-2024,3196,Pending,TRK170651
UPS,22-10-2024,3790,19-10-2024,3790,Pending,TRK767971
UPS,24-10-2024,12664,19-10-2024,12664,Pending,TRK544045
UPS,27-10-2024,14482,20-10-2024,14482,Pending,TRK029993
UPS,23-10-2024,8551,21-10-2024,8551,Pending,TRK148459
UPS,26-10-2024,8590,21-10-2024,8590,Pending,TRK710870
UPS,23-10-2024,14215,22-10-2024,14215,Pending,TRK093919
UPS,25-10-2024,9325,22-10-2024,9325,Pending,TRK266897
UPS,27-10-2024,1534,22-10-2024,1534,Pending,TRK864967
UPS,28-10-2024,1741,22-10-2024,1741,Pending,TRK645567
UPS,29-10-2024,13324,22-10-2024,13324,Pending,TRK801705
UPS,25-10-2024,6874,23-10-2024,6874,Pending,TRK249666
UPS,28-10-2024,6313,24-10-2024,6313,Pending,TRK062120
UPS,29-10-2024,12025,25-10-2024,12025,Pending,TRK491810
UPS,01-11-2024,13099,25-10-2024,13099,Pending,TRK086477
UPS,01-11-2024,1480,25-10-2024,1480,Pending,TRK160045
UPS,01-11-2024,3211,25-10-2024,3211,Pending,TRK508503
UPS,29-10-2024,10828,26-10-2024,10828,Pending,TRK451972
UPS,29-10-2024,11935,26-10-2024,11935,Pending,TRK763978
UPS,30-10-2024,8254,26-10-2024,8254,Pending,TRK384299
UPS,01-11-2024,9994,27-10-2024,9994,Pending,TRK779995
UPS,02-11-2024,10321,27-10-2024,10321,Pending,TRK951152
UPS,03-11-2024,4210,27-10-2024,4210,Pending,TRK833049
UPS,04-11-2024,2701,27-10-2024,2701,Pending,TRK001652
UPS,04-11-2024,3505,27-10-2024,3505,Pending,TRK127341
UPS,02-11-2024,7813,28-10-2024,7813,Pending,TRK297291
UPS,02-11-2024,8704,28-10-2024,8704,Pending,TRK897220
UPS,04-11-2024,4252,28-10-2024,4252,Pending,TRK666019
UPS,05-11-2024,11830,28-10-2024,11830,Pending,TRK435121
UPS,01-11-2024,6034,29-10-2024,6034,Pending,TRK394142
UPS,04-11-2024,11413,29-10-2024,11413,Pending,TRK378773
UPS,06-11-2024,3544,29-10-2024,3544,Pending,TRK763719
UPS,03-11-2024,8014,30-10-2024,8014,Pending,TRK173226
UPS,03-11-2024,3706,30-10-2024,3706,Pending,TRK440843
UPS,07-11-2024,13681,30-10-2024,13681,Pending,TRK202001
UPS,02-11-2024,13123,31-10-2024,13123,Pending,TRK262075
UPS,03-11-2024,5689,31-10-2024,5689,Pending,TRK485688
UPS,04-11-2024,2167,31-10-2024,2167,Pending,TRK616443
UPS,07-11-2024,5941,31-10-2024,5941,Pending,TRK488324
UPS,08-11-2024,5905,31-10-2024,5905,Pending,TRK843603
UPS,03-11-2024,4000,01-11-2024,4000,Pending,TRK292463
UPS,04-11-2024,10039,01-11-2024,10039,Pending,TRK979349
UPS,05-11-2024,7660,02-11-2024,7660,Pending,TRK871286
UPS,06-11-2024,5986,02-11-2024,5986,Pending,TRK254426
UPS,08-11-2024,10276,02-11-2024,10276,Pending,TRK382201
UPS,08-11-2024,5614,02-11-2024,5614,Pending,TRK497146
UPS,04-11-2024,12475,03-11-2024,12475,Pending,TRK488703
UPS,05-11-2024,13780,03-11-2024,13780,Pending,TRK242369
UPS,10-11-2024,6637,03-11-2024,6637,Pending,TRK314279
UPS,10-11-2024,6976,03-11-2024,6976,Pending,TRK935328
UPS,11-11-2024,14794,03-11-2024,14794,Pending,TRK474605
UPS,11-11-2024,11584,03-11-2024,11584,Pending,TRK907706
UPS,11-11-2024,2506,04-11-2024,2506,Pending,TRK552102
UPS,07-11-2024,4231,05-11-2024,4231,Pending,TRK102496
UPS,09-11-2024,11341,05-11-2024,11341,Pending,TRK165602
UPS,10-11-2024,4750,05-11-2024,4750,Pending,TRK683104
UPS,12-11-2024,14956,05-11-2024,14956,Pending,TRK288691
UPS,09-11-2024,7351,06-11-2024,7351,Pending,TRK367614
UPS,11-11-2024,6712,06-11-2024,6712,Pending,TRK973127
UPS,12-11-2024,3004,06-11-2024,3004,Pending,TRK522353
UPS,11-11-2024,2095,08-11-2024,2095,Pending,TRK901418
UPS,13-11-2023,13300,07-11-2023,13300,Shipped,TRK556585
UPS,11-11-2023,6682,08-11-2023,6682,Shipped,TRK245759
UPS,13-11-2023,10969,08-11-2023,10969,Shipped,TRK649768
UPS,14-11-2023,4984,08-11-2023,4984,Shipped,TRK581395
UPS,11-11-2023,13372,09-11-2023,13372,Shipped,TRK760433
UPS,14-11-2023,8083,09-11-2023,8083,Shipped,TRK338285
UPS,13-11-2023,4333,10-11-2023,4333,Shipped,TRK350964
UPS,16-11-2023,12988,10-11-2023,12988,Shipped,TRK819689
UPS,17-11-2023,3421,10-11-2023,3421,Shipped,TRK037842
UPS,17-11-2023,3082,10-11-2023,3082,Shipped,TRK193045
UPS,12-11-2023,13786,11-11-2023,13786,Shipped,TRK499752
UPS,18-11-2023,2425,11-11-2023,2425,Shipped,TRK423994
UPS,19-11-2023,1522,11-11-2023,1522,Shipped,TRK388636
UPS,16-11-2023,11698,12-11-2023,11698,Shipped,TRK147231
UPS,16-11-2023,1348,12-11-2023,1348,Shipped,TRK894761
UPS,18-11-2023,7726,12-11-2023,7726,Shipped,TRK221712
UPS,18-11-2023,4237,12-11-2023,4237,Shipped,TRK407793
UPS,15-11-2023,10660,13-11-2023,10660,Shipped,TRK421075
UPS,15-11-2023,13648,13-11-2023,13648,Shipped,TRK466744
UPS,18-11-2023,1867,13-11-2023,1867,Shipped,TRK522081
UPS,19-11-2023,2017,13-11-2023,2017,Shipped,TRK770001
UPS,15-11-2023,12121,14-11-2023,12121,Shipped,TRK381825
UPS,16-11-2023,7534,14-11-2023,7534,Shipped,TRK010952
UPS,16-11-2023,13684,14-11-2023,13684,Shipped,TRK015801
UPS,16-11-2023,2998,14-11-2023,2998,Shipped,TRK633235
UPS,17-11-2023,2803,14-11-2023,2803,Shipped,TRK256845
UPS,18-11-2023,1147,14-11-2023,1147,Shipped,TRK260141
UPS,19-11-2023,7312,14-11-2023,7312,Shipped,TRK830978
UPS,20-11-2023,10909,14-11-2023,10909,Shipped,TRK968416
UPS,21-11-2023,12451,14-11-2023,12451,Shipped,TRK161659
UPS,16-11-2023,3070,15-11-2023,3070,Shipped,TRK089297
UPS,16-11-2023,2335,15-11-2023,2335,Shipped,TRK621118
UPS,21-11-2023,8794,15-11-2023,8794,Shipped,TRK321074
UPS,22-11-2023,7801,15-11-2023,7801,Shipped,TRK347679
UPS,17-11-2023,4897,16-11-2023,4897,Shipped,TRK543320
UPS,17-11-2023,14647,16-11-2023,14647,Shipped,TRK883963
UPS,20-11-2023,12925,16-11-2023,12925,Shipped,TRK525574
UPS,20-11-2023,11599,16-11-2023,11599,Shipped,TRK847891
UPS,24-11-2023,13963,16-11-2023,13963,Shipped,TRK490075
UPS,19-11-2023,8749,17-11-2023,8749,Shipped,TRK001128
UPS,19-11-2023,2173,17-11-2023,2173,Shipped,TRK171135
UPS,21-11-2023,13009,17-11-2023,13009,Shipped,TRK731195
UPS,23-11-2023,5266,17-11-2023,5266,Shipped,TRK311561
UPS,20-11-2023,11362,18-11-2023,11362,Shipped,TRK921159
UPS,22-11-2023,11710,18-11-2023,11710,Shipped,TRK997330
UPS,23-11-2023,14116,18-11-2023,14116,Shipped,TRK386449
UPS,24-11-2023,3622,18-11-2023,3622,Shipped,TRK267975
UPS,24-11-2023,12826,18-11-2023,12826,Shipped,TRK759909
UPS,24-11-2023,12853,18-11-2023,12853,Shipped,TRK904371
UPS,20-11-2023,10765,19-11-2023,10765,Shipped,TRK396244
UPS,22-11-2023,5539,19-11-2023,5539,Shipped,TRK056497
UPS,23-11-2023,6529,19-11-2023,6529,Shipped,TRK108301
UPS,24-11-2023,2728,19-11-2023,2728,Shipped,TRK494817
UPS,27-11-2023,9778,19-11-2023,9778,Shipped,TRK392259
UPS,26-11-2023,2683,20-11-2023,2683,Shipped,TRK393196
UPS,26-11-2023,8863,20-11-2023,8863,Shipped,TRK645913
UPS,22-11-2023,11047,21-11-2023,11047,Shipped,TRK114528
UPS,23-11-2023,9685,21-11-2023,9685,Shipped,TRK808781
UPS,27-11-2023,3145,21-11-2023,3145,Shipped,TRK366225
UPS,28-11-2023,8614,21-11-2023,8614,Shipped,TRK475475
UPS,25-11-2023,13240,22-11-2023,13240,Shipped,TRK092684
UPS,25-11-2023,7159,22-11-2023,7159,Shipped,TRK949111
UPS,28-11-2023,2671,22-11-2023,2671,Shipped,TRK098890
UPS,30-11-2023,3655,22-11-2023,3655,Shipped,TRK452560
UPS,30-11-2023,9106,22-11-2023,9106,Shipped,TRK842365
UPS,24-11-2023,2233,23-11-2023,2233,Shipped,TRK141048
UPS,26-11-2023,7621,23-11-2023,7621,Shipped,TRK665478
UPS,26-11-2023,13645,23-11-2023,13645,Shipped,TRK787981
UPS,01-12-2023,12595,23-11-2023,12595,Shipped,TRK847936
UPS,28-11-2023,1555,24-11-2023,1555,Shipped,TRK995488
UPS,29-11-2023,2926,24-11-2023,2926,Shipped,TRK668129
UPS,01-12-2023,4474,24-11-2023,4474,Shipped,TRK108513
UPS,01-12-2023,10237,24-11-2023,10237,Shipped,TRK609239
UPS,27-11-2023,5827,25-11-2023,5827,Shipped,TRK877341
UPS,29-11-2023,7732,25-11-2023,7732,Shipped,TRK243215
UPS,30-11-2023,10015,25-11-2023,10015,Shipped,TRK816680
UPS,02-12-2023,6652,25-11-2023,6652,Shipped,TRK162142
UPS,02-12-2023,9748,25-11-2023,9748,Shipped,TRK442943
UPS,27-11-2023,13399,26-11-2023,13399,Shipped,TRK855474
UPS,28-11-2023,3946,26-11-2023,3946,Shipped,TRK111997
UPS,28-11-2023,8257,26-11-2023,8257,Shipped,TRK602945
UPS,30-11-2023,12481,26-11-2023,12481,Shipped,TRK974669
UPS,02-12-2023,4585,26-11-2023,4585,Shipped,TRK421155
UPS,02-12-2023,9250,26-11-2023,9250,Shipped,TRK487036
UPS,02-12-2023,8608,26-11-2023,8608,Shipped,TRK798991
UPS,03-12-2023,3394,26-11-2023,3394,Shipped,TRK890886
UPS,01-12-2023,7462,27-11-2023,7462,Shipped,TRK128516
UPS,01-12-2023,6109,27-11-2023,6109,Shipped,TRK887243
UPS,02-12-2023,13927,27-11-2023,13927,Shipped,TRK676226
UPS,05-12-2023,13690,27-11-2023,13690,Shipped,TRK624513
UPS,01-12-2023,3331,28-11-2023,3331,Shipped,TRK144653
UPS,01-12-2023,9595,28-11-2023,9595,Shipped,TRK869726
UPS,02-12-2023,5122,28-11-2023,5122,Shipped,TRK938421
UPS,05-12-2023,1069,28-11-2023,1069,Shipped,TRK780901
UPS,05-12-2023,11449,28-11-2023,11449,Shipped,TRK986831
UPS,01-12-2023,5416,29-11-2023,5416,Shipped,TRK269516
UPS,03-12-2023,12889,29-11-2023,12889,Shipped,TRK193689
UPS,03-12-2023,10684,29-11-2023,10684,Shipped,TRK641071
UPS,05-12-2023,14047,30-11-2023,14047,Shipped,TRK263036
UPS,05-12-2023,6622,30-11-2023,6622,Shipped,TRK657178
UPS,06-12-2023,11836,30-11-2023,11836,Shipped,TRK219865
UPS,07-12-2023,1888,30-11-2023,1888,Shipped,TRK795826
UPS,05-12-2023,9295,01-12-2023,9295,Shipped,TRK004377
UPS,06-12-2023,9721,01-12-2023,9721,Shipped,TRK905684
UPS,06-12-2023,14263,01-12-2023,14263,Shipped,TRK975871
UPS,07-12-2023,13906,01-12-2023,13906,Shipped,TRK944875
UPS,09-12-2023,13921,01-12-2023,13921,Shipped,TRK882939
UPS,04-12-2023,14338,02-12-2023,14338,Shipped,TRK357613
UPS,07-12-2023,7324,02-12-2023,7324,Shipped,TRK254019
UPS,07-12-2023,2497,02-12-2023,2497,Shipped,TRK619529
UPS,08-12-2023,12907,02-12-2023,12907,Shipped,TRK743427
UPS,09-12-2023,13090,02-12-2023,13090,Shipped,TRK290969
UPS,09-12-2023,7282,02-12-2023,7282,Shipped,TRK311861
UPS,07-12-2023,10906,03-12-2023,10906,Shipped,TRK810910
UPS,09-12-2023,6925,03-12-2023,6925,Shipped,TRK176068
UPS,09-12-2023,10411,03-12-2023,10411,Shipped,TRK876791
UPS,10-12-2023,10885,03-12-2023,10885,Shipped,TRK373215
UPS,06-12-2023,4912,04-12-2023,4912,Shipped,TRK413754
UPS,06-12-2023,9115,04-12-2023,9115,Shipped,TRK490071
UPS,07-12-2023,5467,04-12-2023,5467,Shipped,TRK517514
UPS,08-12-2023,7696,04-12-2023,7696,Shipped,TRK389489
UPS,08-12-2023,9181,04-12-2023,9181,Shipped,TRK541202
UPS,12-12-2023,2536,04-12-2023,2536,Shipped,TRK787579
UPS,07-12-2023,9514,05-12-2023,9514,Shipped,TRK350916
UPS,08-12-2023,4405,05-12-2023,4405,Shipped,TRK202539
UPS,09-12-2023,13801,05-12-2023,13801,Shipped,TRK080599
UPS,10-12-2023,8128,05-12-2023,8128,Shipped,TRK952522
UPS,11-12-2023,1366,05-12-2023,1366,Shipped,TRK116659
UPS,08-12-2023,1939,06-12-2023,1939,Shipped,TRK340504
UPS,11-12-2023,3715,06-12-2023,3715,Shipped,TRK237871
UPS,12-12-2023,4699,06-12-2023,4699,Shipped,TRK578813
UPS,14-12-2023,9283,06-12-2023,9283,Shipped,TRK319782
UPS,09-12-2023,7765,07-12-2023,7765,Shipped,TRK054208
UPS,09-12-2023,2737,07-12-2023,2737,Shipped,TRK286810
UPS,11-12-2023,3646,07-12-2023,3646,Shipped,TRK263598
UPS,12-12-2023,8974,07-12-2023,8974,Shipped,TRK144268
UPS,13-12-2023,8629,07-12-2023,8629,Shipped,TRK921885
UPS,14-12-2023,8443,07-12-2023,8443,Shipped,TRK588611
UPS,15-12-2023,12229,07-12-2023,12229,Shipped,TRK703746
UPS,10-12-2023,8824,08-12-2023,8824,Shipped,TRK911731
UPS,15-12-2023,1045,08-12-2023,1045,Shipped,TRK197037
UPS,15-12-2023,1519,08-12-2023,1519,Shipped,TRK955975
UPS,16-12-2023,3274,08-12-2023,3274,Shipped,TRK400761
UPS,11-12-2023,8227,09-12-2023,8227,Shipped,TRK466016
UPS,11-12-2023,4501,09-12-2023,4501,Shipped,TRK533461
UPS,15-12-2023,5773,09-12-2023,5773,Shipped,TRK370313
UPS,16-12-2023,7429,09-12-2023,7429,Shipped,TRK296712
UPS,13-12-2023,6064,10-12-2023,6064,Shipped,TRK212199
UPS,14-12-2023,9769,10-12-2023,9769,Shipped,TRK325418
UPS,14-12-2023,13555,10-12-2023,13555,Shipped,TRK858714
UPS,15-12-2023,1453,10-12-2023,1453,Shipped,TRK944527
UPS,16-12-2023,9193,10-12-2023,9193,Shipped,TRK469600
UPS,17-12-2023,1603,10-12-2023,1603,Shipped,TRK214512
UPS,12-12-2023,11026,11-12-2023,11026,Shipped,TRK863137
UPS,13-12-2023,3088,11-12-2023,3088,Shipped,TRK810133
UPS,15-12-2023,13915,11-12-2023,13915,Shipped,TRK795565
